GbGDiv results table from 'allMtub-MYCOBACT' records table.																
"Created at 16:55, on Tue 3 May, 2016"																
Software version: 0.9																
Isolate records read from table: 7670																
																
Locus	Category	Missing	Paralogous	CountNuc	CountAA	MinLength	MaxLength	AvgLength	NonVarNuc	NonVarAA	AllelicDiv	ADivNM	VSitesNuc	VSitesAA	RatioCount	RatioVS
MYCO002930	Lipids	70	0	84	36	1749	1752	1751.916667	1671	551	0.047947486	-0.01405907	0.046187509	0.05646197	0.428571429	1.222451081
MYCO002931	Lipids	6889	0	122	76	5625	5631	5630.921053	5519	1819	0.021666082	-0.040340473	0.019876154	0.030886786	0.62295082	1.553961909
MYCO002932	Lipids	2136	0	226	101	4617	4620	4617.029703	4388	1446	0.048949219	-0.013057336	0.049605421	0.060434894	0.446902655	1.218312295
MYCO002933	Lipids	1961	0	228	146	6567	6576	6567.082192	6331	2010	0.034718615	-0.027287941	0.035949328	0.081783991	0.640350877	2.274979691
MYCO002934	Lipids	2193	0	221	135	5481	5496	5484.044444	5263	1678	0.040298725	-0.021707831	0.04030683	0.082064332	0.610859729	2.035990751
MYCO002935	Lipids	1040	0	197	115	4467	4467	4467	4269	1373	0.044101186	-0.017905369	0.04432505	0.077904634	0.583756345	1.757575758
MYCO002936	Cell wall	50	0	50	29	996	996	996	949	304	0.050200803	-0.011805753	0.047188755	0.084337349	0.58	1.787234043
MYCO002937	Cell wall	22	0	36	15	870	870	870	834	275	0.04137931	-0.020627245	0.04137931	0.051724138	0.416666667	1.25
MYCO002938	Cell wall	20	0	37	24	831	831	831	795	254	0.044524669	-0.017481887	0.0433213	0.083032491	0.648648649	1.916666667
MYCO002939	Lipids	32	3597	62	34	1254	1269	1268.558824	1193	385	0.04887436	-0.013132196	0.059562728	0.08951798	0.548387097	1.502919424
MYCO002940	Lipids	399	0	271	168	6333	6336	6335.982143	6028	1930	0.042771585	-0.019234971	0.04860843	0.086171667	0.619926199	1.772772076
MYCO002941	Lipids	49	0	104	59	1743	1743	1743	1642	522	0.05966724	-0.002339315	0.05794607	0.101549053	0.567307692	1.752475248
MYCO002942	Cell wall	185	0	168	109	2763	2763	2763	2595	822	0.060803474	-0.001203081	0.060803474	0.107491857	0.648809524	1.767857143
MYCO002943	IS and phage	293	0	89	56	1242	1242	1242	1152	354	0.071658615	0.009652059	0.072463768	0.144927536	0.629213483	2
MYCO002944	IS and phage	39	0	59	40	717	717	717	656	199	0.082287308	0.020280752	0.085076709	0.167364017	0.677966102	1.967213115
MYCO002945	Cell wall	3	0	36	28	702	702	702	667	207	0.051282051	-0.010724505	0.04985755	0.115384615	0.777777778	2.314285714
MYCO002946	Lipids	1427	0	248	166	4851	4851	4851	4577	1445	0.05112348	-0.010883076	0.056483199	0.106369821	0.669354839	1.883211679
MYCO002947	Lipids	3868	0	34	21	1491	1494	1491.142857	1459	463	0.022801303	-0.039205253	0.021555854	0.068499713	0.617647059	3.177777778
MYCO002948	Lipids	149	0	123	85	2118	2121	2118.035294	1998	625	0.058072687	-0.003933869	0.056672943	0.11474563	0.691056911	2.024698618
MYCO002949	Int metab	157	0	50	41	600	609	600.2926829	554	164	0.083292703	0.021286147	0.077116854	0.180399805	0.82	2.339304531
MYCO002950	Lipids	285	0	102	73	1860	1863	1860.041096	1758	551	0.054837498	-0.007169058	0.054859592	0.111309958	0.715686275	2.028997181
MYCO002951	Int metab	205	0	60	35	1146	1146	1146	1087	349	0.052356021	-0.009650535	0.051483421	0.086387435	0.583333333	1.677966102
MYCO002952	Int metab	27	0	40	28	813	813	813	774	244	0.049200492	-0.012806064	0.04797048	0.099630996	0.7	2.076923077
MYCO002953	Lipids	83	0	67	49	1245	1260	1254.122449	1187	377	0.05342381	-0.008582745	0.053521448	0.098174185	0.731343284	1.834296139
MYCO002954	Hypoth	64	0	44	33	726	726	726	682	209	0.060606061	-0.001400495	0.060606061	0.136363636	0.75	2.25
MYCO002955	Hypoth	279	0	67	51	951	966	965.5882353	883	271	0.069387755	0.007381199	0.085531526	0.158026196	0.76119403	1.847578348
MYCO002956	Hypoth	48	0	60	45	732	732	732	672	204	0.081967213	0.019960657	0.081967213	0.163934426	0.75	2
MYCO002957	Int metab	89	0	53	37	828	828	828	778	241	0.064009662	0.002003106	0.060386473	0.126811594	0.698113208	2.1
MYCO002958	Int metab	324	0	86	60	1275	1287	1286.8	1190	368	0.066832453	0.004825897	0.075225365	0.142057818	0.697674419	1.888429752
MYCO002959	Int metab	971	0	53	34	738	738	738	685	212	0.071815718	0.009809162	0.071815718	0.138211382	0.641509434	1.924528302
MYCO002960	Hypoth	31	0	20	16	249	249	249	230	68	0.080321285	0.018314729	0.076305221	0.180722892	0.8	2.368421053
MYCO002961	IS and phage	31	0	15	13	381	390	389.0769231	361	114	0.038552788	-0.023453768	0.07216291	0.120996441	0.866666667	1.676712329
MYCO002962	Int metab	833	0	65	42	1344	1350	1349.857143	1283	409	0.048153244	-0.013853312	0.049529051	0.091014922	0.646153846	1.837606838
MYCO002963	Cell wall	959	0	56	42	1212	1221	1220.785714	1152	357	0.045872096	-0.016134459	0.056345445	0.122696156	0.75	2.177570093
MYCO002964	Int metab	90	0	51	36	933	933	933	879	274	0.054662379	-0.007344176	0.057877814	0.118971061	0.705882353	2.055555556
MYCO002966	Int metab	283	0	24	16	567	567	567	543	174	0.042328042	-0.019678513	0.042328042	0.079365079	0.666666667	1.875
MYCO002968	Cell wall	33	0	25	13	633	633	633	609	199	0.039494471	-0.022512085	0.037914692	0.056872038	0.52	1.5
MYCO002969	Cell wall	70	0	35	24	768	771	768.125	736	235	0.0455655	-0.016441055	0.04182262	0.082180635	0.685714286	1.964980545
MYCO002970	Int metab	112	0	57	34	1128	1131	1130.911765	1052	333	0.05040181	-0.011604746	0.069777119	0.11664196	0.596491228	1.671636228
MYCO002971	Int metab	152	0	47	25	849	849	849	804	259	0.055359246	-0.00664731	0.053003534	0.084805654	0.531914894	1.6
MYCO002972	Cell wall	32	0	44	27	714	714	714	671	211	0.06162465	-0.000381906	0.06022409	0.113445378	0.613636364	1.88372093
MYCO002973	Information	302	0	80	53	2214	2214	2214	2137	686	0.036133695	-0.025872861	0.034778681	0.070460705	0.6625	2.025974026
MYCO002974	Hypoth	913	0	89	62	1413	1413	1413	1324	409	0.062986553	0.000979998	0.062986553	0.13163482	0.696629213	2.08988764
MYCO002975	Hypoth	3711	0	10	7	255	255	255	246	78	0.039215686	-0.02279087	0.035294118	0.082352941	0.7	2.333333333
MYCO002977	Int metab	466	0	36	23	1002	1002	1002	966	312	0.035928144	-0.026078412	0.035928144	0.065868263	0.638888889	1.833333333
MYCO002978	IS and phage	162	3297	66	49	1380	1383	1380.122449	1086	354	0.047821844	-0.014184712	0.2131133	0.230503061	0.742424242	1.081598668
MYCO002979	IS and phage	44	0	37	26	585	588	585.1153846	553	174	0.063235391	0.001228835	0.054887267	0.107868271	0.702702703	1.965269461
MYCO002980	Cell wall	636	0	33	17	546	546	546	510	165	0.06043956	-0.001566995	0.065934066	0.093406593	0.515151515	1.416666667
MYCO002983	Hypoth	859	0	37	24	645	645	645	610	193	0.057364341	-0.004642215	0.054263566	0.102325581	0.648648649	1.885714286
MYCO002985	Information	97	0	67	46	954	954	954	887	272	0.070230608	0.008224052	0.070230608	0.144654088	0.686567164	2.059701493
MYCO002986	Information	99	0	32	20	618	645	641.25	544	185	0.049902534	-0.012104022	0.15165692	0.134502924	0.625	0.88688946
MYCO002987	Int metab	33	0	21	12	597	597	597	577	187	0.035175879	-0.026830676	0.033500838	0.060301508	0.571428571	1.8
MYCO002989	Regulatory	725	0	40	24	702	702	702	663	210	0.056980057	-0.005026499	0.055555556	0.102564103	0.6	1.846153846
MYCO002990	Hypoth	43	0	47	30	861	861	861	815	257	0.054587689	-0.007418867	0.053426249	0.104529617	0.638297872	1.956521739
MYCO002991	Hypoth	55	0	25	17	492	492	492	468	146	0.050813008	-0.011193548	0.048780488	0.109756098	0.68	2.25
MYCO002994	Cell wall	840	0	65	42	1338	1353	1338.428571	1275	408	0.048564415	-0.013442141	0.04739033	0.085494717	0.646153846	1.804054054
MYCO002997	Int metab	718	0	67	41	1419	1443	1442.341463	1358	439	0.046452246	-0.01555431	0.058475379	0.08690138	0.611940299	1.486119144
MYCO002998	Hypoth	16	0	22	19	456	462	461.6842105	437	136	0.047651619	-0.014354937	0.053465572	0.11627907	0.863636364	2.174840085
MYCO002999	Cell wall	48	0	64	44	966	972	966.1363636	905	281	0.066243237	0.004236681	0.063279228	0.127452364	0.6875	2.014126394
MYCO003000	Cell wall	57	0	34	24	660	660	660	628	197	0.051515152	-0.010491404	0.048484848	0.104545455	0.705882353	2.15625
MYCO003002	Int metab	6	0	23	12	507	507	507	485	157	0.045364892	-0.016641664	0.043392505	0.071005917	0.52173913	1.636363636
MYCO003004	Cell wall	43	0	21	11	339	339	339	320	103	0.061946903	-5.97E-05	0.056047198	0.088495575	0.523809524	1.578947368
MYCO003005	Hypoth	59	0	31	19	840	840	840	811	261	0.036904762	-0.025101794	0.03452381	0.067857143	0.612903226	1.965517241
MYCO003007	Int metab	723	0	35	31	615	618	615.0967742	581	176	0.056901615	-0.005104941	0.055433186	0.14159849	0.885714286	2.554399243
MYCO003008	Hypoth	80	0	45	34	624	624	624	583	178	0.072115385	0.010108829	0.065705128	0.144230769	0.755555556	2.195121951
MYCO003012	Information	16	0	13	6	300	300	300	288	94	0.043333333	-0.018673222	0.04	0.06	0.461538462	1.5
MYCO003013	Hypoth	651	0	34	20	657	657	657	624	200	0.051750381	-0.010256175	0.050228311	0.086757991	0.588235294	1.727272727
MYCO003015	Hypoth	438	0	64	37	1014	1014	1014	954	304	0.063116371	0.001109815	0.059171598	0.100591716	0.578125	1.7
MYCO003016	Cell wall	48	0	33	21	630	633	630.1428571	599	171	0.052369077	-0.009637478	0.0494219	0.185898889	0.636363636	3.76146789
MYCO003017	Cell wall	805	0	26	17	363	363	363	340	105	0.071625344	0.009618789	0.063360882	0.132231405	0.653846154	2.086956522
MYCO003018	PE/PPE	5837	0	42	31	1302	1305	1304.903226	1258	396	0.032186295	-0.029820261	0.035943835	0.089587659	0.738095238	2.492434663
MYCO003019	Cell wall	1	136	37	25	291	291	291	219	68	0.127147766	0.065141211	0.24742268	0.298969072	0.675675676	1.208333333
MYCO003020	Cell wall	31	24	23	15	294	294	294	234	77	0.078231293	0.016224737	0.204081633	0.214285714	0.652173913	1.05
MYCO003021	PE/PPE	7634	0	10	8	1077	1077	1077	1048	344	0.009285051	-0.052721505	0.026926648	0.04178273	0.8	1.551724138
MYCO003023	IS and phage	7469	61	9	4	1248	1248	1248	1243	413	0.007211538	-0.054795017	0.00400641	0.007211538	0.444444444	1.8
MYCO003026	Hypoth	117	0	61	39	915	915	915	855	267	0.066666667	0.004660111	0.06557377	0.124590164	0.639344262	1.9
MYCO003030	Hypoth	191	0	44	30	825	825	825	782	247	0.053333333	-0.008673222	0.052121212	0.101818182	0.681818182	1.953488372
MYCO003033	Hypoth	23	0	37	31	543	549	548.6129032	504	151	0.067442818	0.005436262	0.081319457	0.174281178	0.837837838	2.143167028
MYCO003035	Hypoth	359	0	48	29	1083	1083	1083	1038	333	0.04432133	-0.017685226	0.041551247	0.077562327	0.604166667	1.866666667
MYCO003036	Cell wall	25	0	44	25	684	684	684	637	200	0.064327485	0.00232093	0.06871345	0.122807018	0.568181818	1.787234043
MYCO003037	Hypoth	459	0	67	45	1077	1077	1077	1013	316	0.062209842	0.000203286	0.059424327	0.119777159	0.671641791	2.015625
MYCO003039	Lipids	196	0	38	25	765	765	765	728	231	0.049673203	-0.012333353	0.048366013	0.094117647	0.657894737	1.945945946
MYCO003040	Hypoth	380	0	57	34	861	867	866.8235294	806	255	0.065757329	0.003750773	0.070168295	0.117467427	0.596491228	1.674081238
MYCO003041	Cell wall	25	0	40	23	864	864	864	825	266	0.046296296	-0.01571026	0.045138889	0.076388889	0.575	1.692307692
MYCO003044	Cell wall	522	0	80	50	1080	1095	1083	1006	316	0.073868883	0.011862327	0.0710988	0.12465374	0.625	1.753246753
MYCO003046	Hypoth	27	0	22	16	375	375	375	354	109	0.058666667	-0.003339889	0.056	0.128	0.727272727	2.285714286
MYCO003047	Hypoth	217	0	25	18	285	285	285	262	81	0.087719298	0.025712742	0.080701754	0.147368421	0.72	1.826086957
MYCO003050	Regulatory	35	0	51	28	741	744	741.1071429	692	220	0.068815961	0.006809405	0.066261867	0.109440509	0.549019608	1.651636364
MYCO003055	Regulatory	50	2381	39	26	597	615	614.3076923	559	174	0.063486101	0.001479545	0.090032557	0.15026296	0.666666667	1.668984701
MYCO003056	Information	66	0	74	50	1032	1041	1040.64	954	300	0.071110086	0.00910353	0.083256458	0.135147601	0.675675676	1.623268698
MYCO003058	Regulatory	12	0	31	19	651	651	651	622	200	0.047619048	-0.014387508	0.044546851	0.078341014	0.612903226	1.75862069
MYCO003059	Int metab	95	0	66	40	1479	1479	1479	1415	454	0.044624746	-0.017381809	0.043272481	0.079107505	0.606060606	1.828125
MYCO003060	Regulatory	1293	0	102	69	1461	1473	1472.826087	1372	424	0.069254613	0.007248057	0.068457565	0.136354244	0.676470588	1.991806813
MYCO003061	Lipids	747	0	121	78	2163	2169	2166	2035	626	0.055863343	-0.006143213	0.060480148	0.132963989	0.644628099	2.198473282
MYCO003062	Information	2063	0	88	57	1518	1524	1523.894737	1431	452	0.057746771	-0.004259785	0.060958762	0.11017476	0.647727273	1.807365439
MYCO003063	Virulence	286	0	170	112	2271	2286	2277.026786	2104	643	0.074658762	0.012652206	0.075988033	0.15284264	0.658823529	2.011404097
MYCO003064	Cell wall	140	0	32	17	426	426	426	397	127	0.075117371	0.013110815	0.068075117	0.105633803	0.53125	1.551724138
MYCO003065	Cell wall	206	0	27	19	324	324	324	298	91	0.083333333	0.021326778	0.080246914	0.157407407	0.703703704	1.961538462
MYCO003066	Regulatory	352	0	36	26	609	609	609	574	179	0.0591133	-0.002893255	0.057471264	0.118226601	0.722222222	2.057142857
MYCO003067	Hypoth	35	0	31	24	411	411	411	380	113	0.075425791	0.013419235	0.075425791	0.175182482	0.774193548	2.322580645
MYCO003068	Int metab	109	0	93	65	1644	1644	1644	1551	482	0.056569343	-0.005437213	0.056569343	0.120437956	0.698924731	2.129032258
MYCO003069	Cell wall	8	0	22	16	396	399	398.8125	376	117	0.055163767	-0.006842788	0.057201066	0.119887165	0.727272727	2.095890411
MYCO003070	Cell wall	10	0	18	13	381	381	381	364	114	0.047244094	-0.014762461	0.044619423	0.102362205	0.722222222	2.294117647
MYCO003071	Hypoth	210	0	69	52	1107	1110	1109.884615	1036	320	0.062168625	0.000162069	0.066569636	0.135045223	0.753623188	2.028630921
MYCO003072	Hypoth	41	0	43	28	522	525	524.8928571	481	148	0.081921481	0.019914925	0.083622508	0.154113084	0.651162791	1.842961758
MYCO003073	Hypoth	25	0	27	18	357	357	357	332	101	0.075630252	0.013623696	0.070028011	0.151260504	0.666666667	2.16
MYCO003074	Hypoth	2290	2732	76	57	1263	1275	1274.789474	1183	364	0.059617687	-0.002388869	0.072003633	0.143387969	0.75	1.991399083
MYCO003075	Hypoth	40	0	38	22	924	924	924	884	286	0.041125541	-0.020881015	0.043290043	0.071428571	0.578947368	1.65
MYCO003076	Hypoth	20	0	23	20	477	480	477.15	451	73	0.048202871	-0.013803685	0.054804569	0.541024835	0.869565217	9.871892925
MYCO003077	Int metab	499	0	129	78	1800	1812	1811.846154	1679	526	0.071198098	0.009191542	0.07332088	0.129065127	0.604651163	1.760277939
MYCO003078	Int metab	50	0	26	14	402	402	402	376	120	0.064676617	0.002670061	0.064676617	0.104477612	0.538461538	1.615384615
MYCO003079	Hypoth	710	0	32	24	828	828	828	798	254	0.038647343	-0.023359213	0.036231884	0.079710145	0.75	2.2
MYCO003080	Regulatory	855	0	198	133	3327	3336	3332.909774	3133	981	0.059407549	-0.002599007	0.059980554	0.116987798	0.671717172	1.950428765
MYCO003081	Hypoth	263	0	63	48	1239	1239	1239	1176	367	0.050847458	-0.011159098	0.050847458	0.111380145	0.761904762	2.19047619
MYCO003082	Virulence	45	0	57	44	1017	1023	1022.863636	963	296	0.055725903	-0.006280653	0.05852553	0.131849087	0.771929825	2.25284738
MYCO003083	Int metab	462	0	107	77	1485	1488	1487.961039	1380	423	0.071910485	0.009903929	0.072556361	0.147155089	0.719626168	2.028148683
MYCO003084	Int metab	934	0	51	36	915	927	926.3333333	863	270	0.055055775	-0.00695078	0.068369917	0.125584743	0.705882353	1.836842105
MYCO003086	Int metab	233	0	48	39	1077	1107	1106.076923	1012	314	0.04339662	-0.018609936	0.085054594	0.148341331	0.8125	1.744071954
MYCO003087	Lipids	450	0	101	68	1416	1419	1418.955882	1325	411	0.071179098	0.009172542	0.066214802	0.131051208	0.673267327	1.979182971
MYCO003088	Lipids	270	0	89	63	1413	1425	1424.809524	1332	412	0.06246449	0.000457934	0.065138197	0.132515624	0.707865169	2.034376603
MYCO003089	Lipids	303	0	84	56	1512	1512	1512	1428	428	0.055555556	-0.006451	0.055555556	0.150793651	0.666666667	2.714285714
MYCO003090	Hypoth	263	1860	66	52	873	894	888.0576923	815	242	0.074319496	0.01231294	0.082266831	0.182485545	0.787878788	2.21821532
MYCO003091	Hypoth	355	0	90	58	1683	1692	1691.793103	1593	424	0.053197994	-0.008808561	0.0583955	0.248135013	0.644444444	4.24921466
MYCO003092	Cell wall	797	0	58	46	909	921	920.673913	854	261	0.062997332	0.000990776	0.072418597	0.14953602	0.793103448	2.064884252
MYCO003093	Int metab	1857	0	45	31	1005	1005	1005	961	305	0.044776119	-0.017230436	0.043781095	0.089552239	0.688888889	2.045454545
MYCO003094	Hypoth	800	0	68	48	1131	1131	1131	1070	333	0.060123784	-0.001882772	0.053934571	0.116710875	0.705882353	2.163934426
MYCO003095	Regulatory	8	0	30	17	474	477	476.8235294	447	143	0.062916358	0.000909802	0.062546262	0.100296077	0.566666667	1.603550296
MYCO003096	Hypoth	65	0	75	47	1137	1140	1139.93617	1066	337	0.065793158	0.003786602	0.064859921	0.113108237	0.626666667	1.743884892
MYCO003097	PE/PPE	146	0	88	59	1305	1314	1313.847458	1228	386	0.066978856	0.0049723	0.065340506	0.118619142	0.670454545	1.815399803
MYCO003098	Hypoth	39	0	32	19	453	453	453	422	132	0.070640177	0.008633621	0.068432671	0.125827815	0.59375	1.838709677
MYCO003099	Hypoth	135	0	53	32	852	852	852	798	251	0.062206573	0.000200017	0.063380282	0.116197183	0.603773585	1.833333333
MYCO003103	Hypoth	44	0	29	16	438	438	438	410	131	0.066210046	0.00420349	0.063926941	0.102739726	0.551724138	1.607142857
MYCO003104	Cell wall	45	0	53	33	927	927	927	876	277	0.057173679	-0.004832877	0.055016181	0.103559871	0.622641509	1.882352941
MYCO003106	Int metab	101	0	83	60	1371	1371	1371	1292	402	0.060539752	-0.001466804	0.057622174	0.120350109	0.722891566	2.088607595
MYCO003107	Lipids	133	0	89	59	1575	1584	1583.79661	1486	467	0.056194084	-0.005812472	0.061748213	0.11541672	0.662921348	1.86915078
MYCO003108	Hypoth	43	0	33	25	441	444	441.12	409	123	0.074809576	0.01280302	0.072814654	0.163492927	0.757575758	2.245330012
MYCO003109	Int metab	131	0	86	58	1080	1080	1080	1004	307	0.07962963	0.017623074	0.07037037	0.147222222	0.674418605	2.092105263
MYCO003110	Int metab	29	0	17	12	396	396	396	380	120	0.042929293	-0.019077263	0.04040404	0.090909091	0.705882353	2.25
MYCO003111	Int metab	45	0	49	40	501	513	512.4	447	131	0.095628415	0.033621859	0.12763466	0.233021077	0.816326531	1.825688073
MYCO003112	Int metab	50	0	18	13	252	252	252	235	71	0.071428571	0.009422016	0.067460317	0.154761905	0.722222222	2.294117647
MYCO003113	Int metab	1650	0	42	33	663	669	668.8181818	625	192	0.062797336	0.00079078	0.065515835	0.138779394	0.785714286	2.118257261
MYCO003114	Hypoth	125	0	33	24	531	531	531	503	156	0.062146893	0.000140337	0.052730697	0.118644068	0.727272727	2.25
MYCO003115	IS and phage	7469	61	9	4	1248	1248	1248	1243	413	0.007211538	-0.054795017	0.00400641	0.007211538	0.444444444	1.8
MYCO003116	Int metab	210	0	71	50	1170	1170	1170	1102	343	0.060683761	-0.001322795	0.058119658	0.120512821	0.704225352	2.073529412
MYCO003119	Int metab	60	0	31	22	444	444	444	413	126	0.06981982	0.007813264	0.06981982	0.148648649	0.709677419	2.129032258
MYCO003120	Hypoth	74	0	37	21	603	603	603	569	181	0.061359867	-0.000646688	0.056384743	0.099502488	0.567567568	1.764705882
MYCO003121	Int metab	189	0	77	55	1203	1203	1203	1128	348	0.06400665	0.002000094	0.06234414	0.132169576	0.714285714	2.12
MYCO003122	Hypoth	83	0	27	23	471	471	471	445	134	0.057324841	-0.004681715	0.055201699	0.146496815	0.851851852	2.653846154
MYCO003123	Hypoth	45	0	33	22	492	495	494.8636364	460	134	0.066685037	0.004678481	0.070450997	0.187655001	0.666666667	2.663624511
MYCO003124	Regulatory	139	0	54	39	870	876	870.1538462	818	255	0.062057992	5.14E-05	0.059936351	0.12084512	0.722222222	2.016224189
MYCO003125	PE/PPE	1097	0	60	40	1173	1176	1175.925	1110	348	0.051023662	-0.010982894	0.056062249	0.112188277	0.666666667	2.001137656
MYCO003126	Hypoth	42	0	19	14	315	315	315	299	93	0.06031746	-0.001689095	0.050793651	0.114285714	0.736842105	2.25
MYCO003127	Hypoth	53	0	67	44	1035	1035	1035	971	301	0.0647343	0.002727744	0.061835749	0.127536232	0.656716418	2.0625
MYCO003129	Hypoth	717	0	14	8	333	333	333	319	102	0.042042042	-0.019964514	0.042042042	0.081081081	0.571428571	1.928571429
MYCO003130	Lipids	90	0	84	42	1392	1392	1392	1309	425	0.060344828	-0.001661728	0.059626437	0.084051724	0.5	1.409638554
MYCO003131	Hypoth	93	0	45	26	999	1002	999.1153846	959	311	0.045039843	-0.016966713	0.040150903	0.066173923	0.577777778	1.648130393
MYCO003132	Regulatory	196	0	89	50	1737	1737	1737	1654	531	0.051237766	-0.01076879	0.047783535	0.082901554	0.561797753	1.734939759
MYCO003133	Regulatory	11	0	18	9	654	654	654	637	209	0.027522936	-0.03448362	0.025993884	0.041284404	0.5	1.588235294
MYCO003134	Virulence	58	0	52	30	807	807	807	756	241	0.064436183	0.002429628	0.063197026	0.104089219	0.576923077	1.647058824
MYCO003135	PE/PPE	4737	0	12	9	396	402	399	387	125	0.030075188	-0.031931368	0.030075188	0.060150376	0.75	2
MYCO003136	PE/PPE	144	0	66	41	1131	1143	1142.707317	1056	323	0.057757572	-0.004248984	0.07587885	0.152013831	0.621212121	2.003375527
MYCO003137	Int metab	45	0	41	25	783	783	783	743	236	0.052362708	-0.009643848	0.051085568	0.095785441	0.609756098	1.875
MYCO003138	Int metab	94	0	79	61	1089	1089	1089	1010	305	0.072543618	0.010537062	0.072543618	0.159779614	0.772151899	2.202531646
MYCO003141	Lipids	329	0	48	37	972	972	972	925	288	0.049382716	-0.01262384	0.048353909	0.111111111	0.770833333	2.29787234
MYCO003142	Hypoth	1029	0	30	27	429	429	429	401	118	0.06993007	0.007923514	0.065268065	0.174825175	0.9	2.678571429
MYCO003143	Regulatory	11	0	20	12	402	402	402	383	123	0.049751244	-0.012255312	0.047263682	0.082089552	0.6	1.736842105
MYCO003144	PE/PPE	1253	0	67	44	1176	1254	1227.340909	1111	344	0.05458956	-0.007416996	0.09479103	0.159157825	0.656716418	1.679038875
MYCO003145	Int metab	31	0	16	10	387	387	387	367	116	0.041343669	-0.020662887	0.051679587	0.100775194	0.625	1.95
MYCO003146	Int metab	7	0	29	19	555	555	555	527	168	0.052252252	-0.009754304	0.05045045	0.091891892	0.655172414	1.821428571
MYCO003147	Int metab	59	0	16	9	711	729	713	694	227	0.022440393	-0.039566163	0.026647966	0.044880785	0.5625	1.684210526
MYCO003148	Int metab	43	0	60	41	1323	1323	1323	1259	399	0.045351474	-0.016655082	0.048374906	0.095238095	0.683333333	1.96875
MYCO003149	Int metab	69	0	38	17	759	759	759	723	236	0.050065876	-0.01194068	0.04743083	0.067193676	0.447368421	1.416666667
MYCO003150	Int metab	704	0	52	33	1338	1338	1338	1287	414	0.038863976	-0.02314258	0.038116592	0.071748879	0.634615385	1.882352941
MYCO003151	Int metab	1538	0	108	70	2412	2421	2420.871429	2287	722	0.044612035	-0.017394521	0.055298859	0.105280861	0.648148148	1.90385231
MYCO003152	Int metab	13	0	55	31	1233	1236	1233.096774	1181	383	0.04460315	-0.017403406	0.042248731	0.068199655	0.563636364	1.614241486
MYCO003153	Int metab	137	0	35	22	624	636	635.4545455	591	188	0.055078684	-0.006927872	0.069957082	0.112446352	0.628571429	1.607361963
MYCO003154	Int metab	22	0	46	27	789	789	789	744	237	0.058301648	-0.003704908	0.057034221	0.098859316	0.586956522	1.733333333
MYCO003155	Int metab	8	0	19	13	300	300	300	282	87	0.063333333	0.001326778	0.06	0.13	0.684210526	2.166666667
MYCO003156	Int metab	102	0	92	52	1902	1902	1902	1804	579	0.048370137	-0.013636419	0.051524711	0.086750789	0.565217391	1.683673469
MYCO003157	Int metab	181	0	95	63	1662	1662	1662	1570	493	0.057160048	-0.004846508	0.055354994	0.110108303	0.663157895	1.989130435
MYCO003158	Int metab	31	0	86	50	1596	1599	1596.06	1499	480	0.053882686	-0.00812387	0.06081225	0.097778279	0.581395349	1.60787142
MYCO003159	PE/PPE	3903	0	105	81	1740	1803	1767.888889	1657	519	0.059392873	-0.002613683	0.062723902	0.119288543	0.771428571	1.901803607
MYCO003160	Regulatory	25	0	27	17	642	642	642	617	198	0.042056075	-0.019950481	0.03894081	0.074766355	0.62962963	1.92
MYCO003161	Int metab	577	0	92	61	1143	1155	1148.901639	1059	329	0.080076481	0.018069925	0.078250075	0.140918625	0.663043478	1.800875274
MYCO003162	Cell wall	95	0	20	13	438	438	438	419	134	0.0456621	-0.016344455	0.043378995	0.082191781	0.65	1.894736842
MYCO003163	Cell wall	36	0	63	39	1272	1275	1272.076923	1211	386	0.049525307	-0.012481249	0.048013545	0.089677692	0.619047619	1.867758186
MYCO003164	Regulatory	34	0	32	17	963	963	963	931	303	0.033229491	-0.028777065	0.033229491	0.056074766	0.53125	1.6875
MYCO003165	Hypoth	154	0	23	15	483	483	483	461	146	0.047619048	-0.014387508	0.045548654	0.093167702	0.652173913	2.045454545
MYCO003166	Hypoth	798	0	55	34	960	960	960	907	286	0.057291667	-0.004714889	0.055208333	0.10625	0.618181818	1.924528302
MYCO003167	Regulatory	68	0	43	25	627	630	627.12	587	188	0.068567419	0.006560864	0.063974997	0.100650593	0.581395349	1.57328016
MYCO003168	Virulence	281	0	87	60	1128	1137	1136.8	1040	320	0.076530612	0.014524056	0.085151302	0.155524279	0.689655172	1.826446281
MYCO003169	Hypoth	979	0	68	47	1125	1125	1125	1057	328	0.060444444	-0.001562111	0.060444444	0.125333333	0.691176471	2.073529412
MYCO003170	Int metab	797	0	68	45	1344	1347	1346.933333	1280	400	0.050485052	-0.011521503	0.04969313	0.109087309	0.661764706	2.195219124
MYCO003171	Virulence	59	0	75	54	897	903	900	825	249	0.083333333	0.021326778	0.083333333	0.17	0.72	2.04
MYCO003172	Hypoth	14	0	32	26	483	483	483	452	136	0.066252588	0.004246032	0.064182195	0.155279503	0.8125	2.419354839
MYCO003173	Regulatory	18	0	41	28	603	603	603	563	175	0.067993367	0.005986811	0.066334992	0.129353234	0.682926829	1.95
MYCO003174	Int metab	27	0	65	39	708	708	708	635	196	0.09180791	0.029801354	0.103107345	0.169491525	0.6	1.643835616
MYCO003175	Int metab	2079	0	75	48	1482	1488	1487.875	1410	447	0.05040746	-0.011599095	0.052339746	0.09871461	0.64	1.886035313
